#Sumatra CSVExporter
#Sun Jun 19 00:13:52 CEST 2011
time,setv_x,setv_y,actualv_x,actualv_y,x,y,deltaT
289469363366010,-0.75370127,-0.20955281,-0.21901669,0.004245881,-1270.3717,-841.7371,0.020595572888851166
289469384202686,-0.78153646,-0.21510112,-0.21901669,0.004245881,-1270.3717,-841.7371,0.02083059772849083
289469404203804,-0.76701546,-0.23117046,-0.23910294,0.008452316,-1278.6215,-841.3608,0.020010437816381454
289469425213103,-0.8670154,-0.23018049,-0.19182764,0.0047603897,-1284.6678,-841.47766,0.021004842594265938
289469446906814,-0.8680947,-0.21943015,-0.20581916,-0.0034425429,-1297.92,-842.33386,0.021694116294384003
289469468797055,-0.8951179,-0.21327151,-0.20683827,-0.008612344,-1302.9932,-843.0357,0.021884163841605186
289469489207038,-0.93229973,-0.21301992,-0.20295662,-0.01086474,-1311.046,-843.83496,0.020410792902112007
289469512686946,-0.9786304,-0.20542414,-0.19492917,-0.016259685,-1325.9535,-845.7188,0.023480314761400223
289469533190129,-1.020823,-0.20481932,-0.18924654,-0.018144418,-1329.6213,-846.2863,0.020523037761449814
289469558342369,-1.0466342,-0.20347372,-0.1916381,-0.020264968,-1337.5709,-847.33154,0.025122659280896187
289469583382769,-1.1113865,-0.20949864,-0.17535661,-0.018924054,-1339.5427,-847.5265,0.02505579963326454
289469606825803,-1.2113868,-0.22218794,-0.12598363,-0.014496035,-1339.5973,-847.4887,0.023445870727300644
289469627177434,-1.1113865,-0.2034564,-0.23283821,-0.025474785,-1366.1282,-849.9224,0.020358115434646606
289469647195977,-1.2113868,-0.21914819,-0.18922728,-0.0193566,-1370.4121,-850.2823,0.020007602870464325
289469668194335,-1.242187,-0.22246766,-0.18922728,-0.0193566,-1370.4121,-850.2823,0.02100362628698349
289469689208902,-1.2729725,-0.22592863,-0.18922724,-0.01935717,-1375.7921,-850.7607,0.021013351157307625
289469714806881,-1.1729721,-0.21096453,-0.27399966,-0.028175535,-1389.236,-852.04333,0.02559676393866539
289469741090893,-1.2557833,-0.22797045,-0.24512644,-0.021889893,-1419.3439,-854.4366,0.026278743520379066
289469763176044,-1.2099946,-0.23141675,-0.27886212,-0.022390112,-1434.8165,-855.32104,0.022078262642025948
289469783241186,-1.1642874,-0.23246004,-0.3109682,-0.02386024,-1446.037,-855.99255,0.020061496645212173
289469804231440,-1.2288454,-0.24234591,-0.28904468,-0.020986643,-1455.6439,-856.60535,0.021008487790822983
289469824273080,-1.1895261,-0.24158554,-0.3176186,-0.0234248,-1471.5105,-857.8299,0.020036371424794197
289469847901298,-1.188399,-0.23843351,-0.32665625,-0.026781727,-1493.2861,-859.88525,0.023620519787073135
289469868001290,-1.2032996,-0.23795445,-0.32766294,-0.028422084,-1500.8704,-860.6942,0.020115796476602554
289469888236624,-1.227623,-0.23944029,-0.32412595,-0.029126976,-1513.0641,-861.94073,0.020226823166012764
289469908640123,-1.2401496,-0.23895115,-0.32638687,-0.030632824,-1520.737,-862.79987,0.02042011171579361
289469929226780,-1.256825,-0.23983087,-0.3265545,-0.031495616,-1533.3824,-864.14685,0.020576121285557747
289469949567876,-1.2901374,-0.24212751,-0.31878802,-0.03169129,-1552.0145,-866.1072,0.020327724516391754
289469970241250,-1.2663157,-0.23894547,-0.3386028,-0.03443609,-1567.3099,-867.7648,0.020682694390416145
289469991217321,-1.2703292,-0.23877056,-0.3442249,-0.03556854,-1575.435,-868.6652,0.02096877619624138
289470012199065,-1.2749957,-0.23811783,-0.34926742,-0.036882415,-1589.8187,-870.26733,0.021002816036343575
289470032236248,-1.2611535,-0.23447387,-0.36288708,-0.039526004,-1613.4767,-872.94745,0.020028671249747276
289470053245141,-1.2541233,-0.23206274,-0.3726208,-0.041399267,-1629.4635,-874.8067,0.021008893847465515
289470074230938,-1.2499839,-0.23051742,-0.38051385,-0.04277734,-1638.7239,-875.8964,0.020986199378967285
289470094499499,-1.253652,-0.2293509,-0.3843193,-0.04385418,-1654.454,-877.7524,0.020261671394109726
289470117052271,-1.2503209,-0.22802424,-0.39127326,-0.044984743,-1664.1698,-878.901,0.022563308477401733
289470138864305,-1.2367315,-0.22312145,-0.40281624,-0.047448635,-1696.8588,-882.83606,0.021804336458444595
