#Sumatra CSVExporter
#Sun Jun 19 00:13:52 CEST 2011
time,setv_x,setv_y,actualv_x,actualv_y,x,y,deltaT
289515972660802,-10.000052,-3.0229166,0.35490844,0.078333475,4452.675,801.4702,0.020786428824067116
289515995093629,-10.000052,-3.0335577,0.3549322,0.078128025,4471.872,806.51825,0.02243971638381481
289516015724455,-10.000052,-3.043744,0.35493824,0.07807546,4476.7827,807.80963,0.02063528448343277
289516035855243,-10.000053,-3.0540817,0.35494977,0.07797512,4486.158,810.2749,0.020123088732361794
289516055856767,-10.000052,-3.0644383,0.35496128,0.07787476,4495.5337,812.74023,0.020003143697977066
289516075921504,-10.000053,-3.0746386,0.35496676,0.07782697,4499.998,813.9142,0.020067574456334114
289516096885824,-10.000054,-3.0851724,0.35498422,0.07767403,4514.284,817.67084,0.020962698385119438
289516118617220,-10.000053,-3.0955617,0.35499564,0.07757366,4523.659,820.13617,0.021737879142165184
289516138864710,-10.000052,-3.105968,0.35500702,0.077473275,4533.0347,822.6015,0.020243437960743904
289516159291307,-10.000055,-3.1162372,0.35501298,0.07742069,4537.9453,823.8928,0.020416872575879097
289516182180003,-10.000056,-3.126812,0.35503024,0.077267714,4552.2314,827.6495,0.022872082889080048
289516202983047,-10.000055,-3.1372652,0.3550421,0.07716253,4562.053,830.2322,0.020826546475291252
289516223961144,-10.000054,-3.1475794,0.355048,0.07710993,4566.9644,831.52356,0.020980123430490494
289516244010889,-10.000054,-3.158035,0.35505924,0.07700952,4576.3394,833.98883,0.02002056874334812
289516265500775,-10.000055,-3.1686568,0.35507634,0.07685651,4590.6255,837.74554,0.02146516740322113
289516285861321,-10.000056,-3.1791575,0.35508806,0.0767513,4600.4473,840.32825,0.0204144399613142
289516305883916,-10.000056,-3.1895182,0.3550939,0.07669869,4605.3584,841.61957,0.02002178318798542
289516325942981,-10.000056,-3.2000237,0.355105,0.07659825,4614.7334,844.0849,0.0200550127774477
289516346570565,-10.000054,-3.2104084,0.35511085,0.07654564,4619.6445,845.3762,0.020625963807106018
289516386535116,-10.000057,-3.2214031,0.35514086,0.07627299,4645.0913,852.06775,0.039972253143787384
289516407518481,-10.000055,-3.2319527,0.35515186,0.07617252,4654.467,854.5331,0.020947705954313278
289516427884295,-10.000056,-3.242389,0.3551576,0.07611989,4659.3774,855.82446,0.020394988358020782
289516447924315,-10.000057,-3.25297,0.35516912,0.07601464,4669.199,858.40717,0.020044071599841118
289516468319304,-10.000057,-3.2634192,0.35517484,0.07596201,4674.1104,859.6985,0.02039741910994053
289516493402657,-10.000056,-3.2742953,0.35519767,0.07575146,4693.7534,864.8639,0.025069979950785637
289516514711817,-10.000057,-3.2847755,0.35520336,0.07569882,4698.6646,866.1552,0.021303487941622734
289516535010770,-10.000058,-3.2954001,0.35521472,0.07559354,4708.4863,868.7379,0.02031191997230053
289516556007102,-10.000057,-3.3059018,0.35522038,0.07554089,4713.397,870.0293,0.02099025435745716
289516578385630,-10.000059,-3.3166745,0.35523733,0.07538295,4728.1294,873.9033,0.022369207814335823
289516598905021,-9.900055,-3.2166772,-4.294,-26.988556,3162.8015,-1006.1062,0.02054816111922264
289516619898517,-10.000058,-3.3166752,0.10412699,0.057118688,3273.007,569.2037,0.020985795184969902
289516640031736,-9.900055,-3.2166774,-0.19325386,-0.008870243,3246.9878,570.544,0.020096750929951668
289516660008947,-9.8041115,-3.1649117,-0.253533,-0.032113068,3233.4731,567.9198,0.020022999495267868
289516680136493,-9.904111,-3.2065449,-0.2030054,-0.010387357,3228.6536,568.73773,0.020112551748752594
289516701574512,-9.910771,-3.2367153,-0.21397038,0.0050577694,3209.1938,568.6362,0.021440856158733368
289516721672882,-9.932146,-3.2188663,-0.21740326,-0.003033477,3202.7974,567.9114,0.020065952092409134
289516741951574,-9.9660635,-3.2062683,-0.21470115,-0.008253852,3192.3687,567.4148,0.020311109721660614
289516763314223,-9.988138,-3.189878,-0.21776704,-0.015034792,3186.051,566.88525,0.021376019343733788
289516783930461,-10.000055,-3.1706214,-0.21992452,-0.02281397,3175.5215,566.234,0.02060084044933319
289516803971696,-10.000054,-3.15233,-0.2278708,-0.02973661,3158.2844,565.62164,0.02002786472439766
289516824906840,-10.000055,-3.1605196,-0.22990227,-0.023932869,3151.554,566.0201,0.02095540426671505
289516844946454,-10.000054,-3.1497562,-0.23824573,-0.02730672,3140.8098,565.8099,0.02002340368926525
289516865983713,-10.000055,-3.1657643,-0.2422076,-0.0179514,3133.8013,566.52167,0.02104901149868965
289516889444171,-9.996422,-3.205295,-0.25621307,0.0019883348,3110.6409,568.4818,0.023429255932569504
289516909930335,-10.000057,-3.3052905,-0.22548199,0.09060449,3104.7478,576.09875,0.020510071888566017
289516929937531,-10.000059,-3.4052947,-0.18648152,0.1923152,3098.4988,590.3588,0.02000962756574154
289516950924948,-10.000061,-3.505295,-0.15655984,0.25537938,3097.0854,601.22705,0.02098984830081463
289516973384520,-9.935031,-3.6052938,-0.2039031,0.3148432,3083.6528,624.00525,0.022441741079092026
289516993918904,-9.906633,-3.6649404,-0.23152277,0.3258669,3073.0593,636.88916,0.02055424079298973
289517013915160,-9.908609,-3.6897256,-0.24335375,0.31991017,3062.7324,648.2936,0.020009221509099007
289517034195473,-9.923693,-3.7055132,-0.24838187,0.31090212,3056.9697,654.08167,0.020241817459464073
289517054962452,-9.993268,-3.711561,-0.22721012,0.29694027,3049.8176,663.50946,0.020789265632629395
289517075021111,-10.000064,-3.688974,-0.2010052,0.2692688,3039.4448,676.2489,0.020048528909683228
289517095985026,-10.000064,-3.6824512,-0.19866113,0.25220963,3035.4775,679.78534,0.020944463089108467
289517115956563,-10.000065,-3.6733778,-0.18728937,0.23397605,3028.5225,687.13074,0.020001927390694618
289517136365330,-10.000065,-3.6682796,-0.1915704,0.21912555,3023.6409,690.87244,0.020416466519236565
289517157772148,-10.000063,-3.6659684,-0.18730985,0.20562708,3016.0645,697.9052,0.021388987079262733
289517180055449,-10.000064,-3.658671,-0.19944695,0.18880649,2998.4282,712.52185,0.022261016070842743
289517202676297,-10.000064,-3.6547947,-0.20003396,0.17654769,2993.9243,715.67114,0.022631384432315826
289517222936350,-10.000063,-3.6541753,-0.19700418,0.1658719,2986.5474,721.40814,0.020276259630918503
289517242964618,-10.000064,-3.6670132,-0.19793569,0.16249922,2981.973,724.94073,0.020039208233356476
289517267241183,-10.000064,-3.6667287,-0.20149623,0.15131994,2965.8516,736.64777,0.02423604391515255
289517287948595,-10.000064,-3.6766474,-0.20523192,0.14714107,2960.8115,739.90295,0.02073780447244644
289517307980915,-10.000064,-3.678849,-0.20663658,0.13906993,2952.6465,744.9665,0.02005014754831791
289517328948882,-10.000064,-3.6808286,-0.20556457,0.13175751,2948.257,747.4714,0.020952973514795303
289517351281215,-9.945801,-3.5808294,-0.24537955,0.035605785,2930.528,748.5656,0.022312071174383163
289517371968772,-9.893957,-3.5676894,-0.28233165,0.03028096,2909.664,728.6217,0.020715516060590744
289517396193875,-9.8392105,-3.4676905,-0.3189261,-0.047365718,2882.2737,702.321,0.02420443668961525
289517425298199,-9.739208,-3.3676956,-0.4594321,-0.09344312,2826.8171,666.31415,0.029116075485944748
289517446736218,-9.639208,-3.344655,-0.511195,-0.097543165,2802.2942,652.4677,0.02143518440425396
289517472484938,-9.560479,-3.2446566,-0.5481741,-0.16889732,2749.5603,618.1522,0.0257604718208313
289517493074431,-9.558947,-3.1446564,-0.54657257,-0.22727963,2720.275,597.8572,0.020571663975715637
289517513951630,-9.458945,-3.0446575,-0.5922255,-0.26721993,2686.7312,578.01434,0.02090313285589218
289517534244099,-9.358944,-2.9984086,-0.6416058,-0.27349094,2664.5107,567.12634,0.020276259630918503
289517556047219,-9.258942,-2.8984103,-0.6942016,-0.37031522,2611.7642,533.6247,0.021790964528918266
289517576058873,-9.209399,-2.798411,-0.7082545,-0.43770844,2579.3271,510.56024,0.020031509920954704
289517596956737,-9.111114,-2.698414,-0.7447562,-0.4878767,2545.1047,487.22208,0.02089826762676239
289517617007697,-9.018888,-2.5984137,-0.77672005,-0.5084041,2523.5374,473.44864,0.020009223371744156
289517637182654,-8.96399,-2.498417,-0.7887368,-0.5787871,2471.4775,432.92184,0.020185895264148712
289517658736970,-8.863991,-2.5984192,-0.78582853,-0.6089484,2439.6702,406.52054,0.020802637562155724
289517679425337,-8.7639885,-2.550759,-0.7990242,-0.6300518,2420.6658,391.0529,0.02145908959209919
289517699972283,-8.66399,-2.520074,-0.800075,-0.648356,2388.4644,363.96393,0.020544109866023064
289517719989205,-8.5826845,-2.5202718,-0.7946885,-0.6462642,2372.175,350.67273,0.020010437816381454
289517743529896,-8.682682,-2.420268,-0.80788255,-0.6793733,2306.9612,294.63458,0.02174031175673008
289517763860861,-8.669939,-2.3602908,-0.7992659,-0.6773456,2289.66,279.5845,0.02025194838643074
289517783656939,-8.7699375,-2.2633715,-0.63717824,-0.69134974,2275.2937,251.15134,0.02001449279487133
289517804669885,-8.869937,-2.1633687,-0.41489404,-0.7376269,2280.4805,235.09442,0.021019427105784416
289517826797989,-8.969939,-2.224052,-0.06440992,-0.67288077,2289.3901,204.43945,0.022015860304236412
289517846044593,-8.86998,-2.3238962,-0.07155543,-0.6164791,2284.8977,186.43651,0.020231688395142555
289517865963047,-8.969938,-2.2240524,-0.14074782,-0.5653655,2278.0015,179.70154,0.020706195384263992
289517885981184,-8.948439,-2.2519436,-0.17669997,-0.5268171,2269.2114,163.22081,0.020010437816381454
289517906058889,-8.975342,-2.1592813,-0.20414555,-0.52701575,2259.551,142.41594,0.020075274631381035
289517928328819,-9.075341,-2.0592778,-0.18959567,-0.5231766,2248.3591,110.2047,0.022243589162826538
289517948996520,-9.175339,-1.9592786,-0.16517568,-0.5225787,2246.0593,98.57349,0.020692013204097748
289517969983532,-9.226156,-1.8592768,-0.1533708,-0.5199325,2240.6313,78.66117,0.02099025435745716
289517989991944,-9.164629,-1.759278,-0.1518792,-0.5273265,2237.0164,65.846634,0.02000962756574154
289518011396735,-9.064627,-1.6592805,-0.16379525,-0.5415158,2226.11,31.429277,0.02138088457286358
289518031512124,-8.964624,-1.5592816,-0.16610998,-0.5452745,2219.257,9.405484,0.020136866718530655
289518052061097,-8.87154,-1.4592834,-0.16885892,-0.5532909,2215.0925,-4.0728865,0.02050277590751648
289518073018933,-8.771538,-1.3592846,-0.1667115,-0.55380946,2208.519,-26.175066,0.020989039912819862
289518093214556,-8.691912,-1.2592859,-0.16561815,-0.5608081,2201.9365,-48.86144,0.020207371562719345
289518113750966,-8.610491,-1.1592877,-0.16209748,-0.5661584,2191.6592,-85.13661,0.020515743643045425
289518134073422,-8.710491,-1.1506348,-0.1615721,-0.5717761,2187.875,-98.7845,0.020261671394109726
289518153997144,-8.658499,-1.0506334,-0.15885167,-0.5720526,2181.7861,-120.96897,0.02001732774078846
289518173989752,-8.758501,-1.1506343,-0.15468879,-0.5654906,2178.5996,-132.92807,0.02001124806702137
289518198866445,-8.799047,-1.0506308,-0.15199025,-0.5855036,2166.0366,-181.4698,0.024854404851794243
289518221734070,-8.836692,-0.97373796,-0.1506689,-0.5931279,2162.4578,-195.97867,0.02288464456796646
289518241974267,-8.87892,-0.914037,-0.14724302,-0.59112936,2156.822,-218.73738,0.020264508202672005
289518261999293,-8.922394,-0.8717954,-0.14335747,-0.58205885,2153.8755,-230.79205,0.020011654123663902
289518284450760,-8.969034,-0.81012344,-0.1381748,-0.57871467,2143.221,-275.14462,0.022402435541152954
289518304996085,-9.004652,-0.7321539,-0.13844682,-0.58671826,2140.0173,-288.83707,0.02059314027428627
289518325030431,-9.045132,-0.6690717,-0.13637939,-0.58601534,2134.6104,-312.0717,0.020033130422234535
289518345212682,-9.080252,-0.5931895,-0.13695863,-0.59248054,2131.4824,-325.57886,0.020184682682156563
289518368244015,-9.12501,-0.5548425,-0.13287762,-0.5781061,2123.4238,-360.2858,0.023014720529317856
289518389001674,-9.160347,-0.48664188,-0.13347203,-0.57981724,2118.006,-383.51926,0.02077792026102543
289518409011707,-9.192838,-0.41682148,-0.1353751,-0.5821068,2112.5486,-406.50677,0.02000517211854458
289518433011915,-9.231369,-0.37954903,-0.13433777,-0.5700519,2109.7168,-418.03625,0.02400588057935238
289518455709349,-9.256333,-0.31299973,-0.13964927,-0.5683651,2098.585,-462.77542,0.02269783988595009
289518476070300,-9.291723,-0.2786727,-0.13987616,-0.5552797,2095.6199,-473.85315,0.02035081945359707
289518496988425,-9.32863,-0.24953079,-0.13931377,-0.53927785,2090.5227,-493.06808,0.02092703990638256
289518517246451,-9.357597,-0.1929779,-0.14258964,-0.5378628,2087.1765,-505.0861,0.020253164693713188
289518540024118,-9.379051,-0.13954258,-0.14913112,-0.53240824,2077.9175,-537.6746,0.022787796333432198
289518561706888,-9.407832,-0.09139061,-0.15193035,-0.5260248,2071.9373,-557.9286,0.021688038483262062
289518582186163,-9.430487,-0.03104639,-0.15749127,-0.5255964,2065.629,-578.40625,0.020464688539505005
289518603062956,-9.452692,0.031420708,-0.16305587,-0.5270973,2061.6401,-590.665,0.02087436243891716
289518628005698,-9.471316,0.07885337,-0.16985711,-0.51886404,2051.1868,-622.2924,0.024952061474323273
289518648398257,-9.498473,0.12624097,-0.1723629,-0.51236844,2044.655,-641.43396,0.020390937104821205
289518669376759,-9.522685,0.1868372,-0.17620875,-0.51321244,2040.3306,-653.75146,0.02098093368113041
289518694714589,-9.542617,0.24153066,-0.18157198,-0.5077674,2026.4749,-692.6206,0.025296902284026146
289518715124166,-9.567043,0.30623007,-0.18483071,-0.51050574,2022.0912,-704.6278,0.02044726349413395
289518735698667,-9.5975065,0.3534193,-0.18494621,-0.5037581,2014.9652,-724.0288,0.020580580458045006
289518756176726,-9.624847,0.4152012,-0.18662858,-0.5051482,2010.6766,-735.66925,0.020481299608945847
289518777260180,-9.654472,0.4708897,-0.18684442,-0.50104445,1999.2587,-766.52313,0.021059546619653702
289518797492677,-9.687563,0.52145493,-0.18553156,-0.495985,1992.1119,-785.76483,0.02007324807345867
289518818006801,-9.716968,0.5866169,-0.18613398,-0.49896657,1987.829,-797.4396,0.020691607147455215
289518839005564,-9.750347,0.6422816,-0.18467921,-0.49627763,1980.853,-816.39,0.02099025435745716
289518859010735,-9.780701,0.71326816,-0.18468663,-0.5007558,1973.587,-836.4238,0.020011654123663902
289518879019957,-9.821574,0.77037627,-0.1794504,-0.49686646,1962.5369,-867.51605,0.020008008927106857
289518899230168,-9.86108,0.8185077,-0.17546597,-0.49142045,1959.1115,-877.41113,0.02019481174647808
289518920006467,-9.891127,0.89629704,-0.17595235,-0.49891087,1951.9124,-898.0634,0.02078845538198948
289518940007585,-9.929695,0.94844776,-0.17252564,-0.49499035,1948.277,-908.7598,0.02000841125845909
289518961174919,-9.960945,1.0268711,-0.17252466,-0.50240284,1941.2225,-929.545,0.02116449549794197
289518985277241,-9.999982,1.0934467,-0.1670178,-0.50234705,1930.9246,-960.8055,0.024067474529147148
289519006651641,-9.99998,1.144615,-0.1613682,-0.49267393,1925.0559,-978.9015,0.020930280908942223
289519026194053,-9.99998,1.2153417,-0.16016553,-0.49492523,1921.4033,-990.3719,0.02000679261982441
289519046612140,-9.999978,1.2829721,-0.15737702,-0.49288666,1915.2474,-1009.7519,0.020398231223225594
289519069651172,-9.999976,1.3829722,-0.15782528,-0.5088531,1904.9592,-1043.0001,0.023035792633891106
289519090196092,-9.999974,1.443044,-0.15382025,-0.5019781,1899.2346,-1061.7384,0.020573284476995468
289519111198908,-9.999972,1.5194585,-0.15384883,-0.50514615,1895.641,-1073.5398,0.020993495360016823
289519132237382,-9.999971,1.5926287,-0.15255699,-0.5040492,1889.7645,-1092.877,0.021043743938207626
289519152892116,-9.99997,1.692629,-0.15441206,-0.512798,1879.737,-1125.9385,0.020636500790715218
289519173038302,-9.99997,1.76174,-0.15222837,-0.5084991,1873.7883,-1145.8038,0.020165635272860527
289519193222174,-9.999968,1.8416517,-0.15255435,-0.5117388,1870.215,-1157.817,0.020170094445347786
289519213295016,-9.999967,1.9148715,-0.15065977,-0.5089794,1864.3135,-1177.8077,0.02008054032921791
289519234412913,-9.999966,1.973496,-0.14789324,-0.5022547,1861.4048,-1187.7614,0.02112114056944847
289519255073320,-9.999964,2.0734959,-0.15040074,-0.5226402,1849.2366,-1230.1042,0.020660001784563065
289519275131168,-9.999963,2.148923,-0.14843415,-0.5219945,1845.9503,-1241.9072,0.020057443529367447
289519295208062,-9.999961,2.2216628,-0.14502035,-0.5175729,1840.5106,-1261.5455,0.020085403695702553
289519316154958,-9.99996,2.3099413,-0.14460711,-0.52268296,1837.1267,-1274.012,0.020909210667014122
289519336791052,-9.999959,2.3942409,-0.14291891,-0.522998,1831.4626,-1294.8469,0.020075272768735886
289519357272758,-9.999956,2.4942408,-0.14182563,-0.5298595,1822.4014,-1328.7502,0.021045364439487457
289519378027985,-9.999955,2.588048,-0.14220239,-0.5360613,1819.0112,-1341.6421,0.020790480077266693
289519398043692,-9.999955,2.672859,-0.14031833,-0.5351346,1813.4689,-1362.8595,0.02000395581126213
289519418074796,-9.999952,2.7685504,-0.13950133,-0.53897196,1807.7814,-1384.9437,0.020033132284879684
289519445675359,-9.99995,2.8630846,-0.13935342,-0.5445373,1804.619,-1397.4884,0.027603400871157646
289519467840743,-9.9999485,2.9299178,-0.13283138,-0.5307502,1796.284,-1430.8254,0.02213296666741371
289519488517763,-9.948175,3.0299168,-0.13508146,-0.5469588,1790.1907,-1455.5757,0.020237766206264496
289519508296823,-9.908531,3.1300883,-0.13537873,-0.5555849,1784.8075,-1477.7828,0.0202353335916996
289519532782481,-9.835348,3.2299144,-0.13266094,-0.5555173,1776.5695,-1512.3029,0.024474715813994408
289519553231364,-9.818003,3.329914,-0.13250962,-0.5581377,1773.4991,-1525.2493,0.020453745499253273
289519574474878,-9.732501,3.4299128,-0.13029218,-0.55253196,1768.5974,-1545.9933,0.020840728655457497
289519594100766,-9.724516,3.5240018,-0.12787035,-0.54345256,1766.1115,-1556.5006,0.0200234055519104
289519617574596,-9.624514,3.6240003,-0.12746106,-0.5449386,1755.8331,-1600.2118,0.022957583889365196
289519637067167,-9.602083,3.721261,-0.12602802,-0.5380088,1753.272,-1611.0199,0.020019352436065674
289519673322360,-9.61464,3.6212611,-0.09425155,-0.4180377,1747.8754,-1635.5306,0.036251138895750046
289519704553669,-9.563385,3.7212603,-0.10279412,-0.48560953,1744.0071,-1655.0486,0.03122442029416561
289519729337567,-9.479677,3.8212566,-0.110227495,-0.5453062,1734.8009,-1700.4773,0.024780655279755592
289519750068481,-9.444572,3.9212584,-0.115314536,-0.57936513,1731.3186,-1718.0228,0.02074955590069294
289519770072436,-9.41473,4.021258,-0.1146275,-0.59746087,1726.447,-1743.857,0.02000233344733715
289519790369363,-9.514732,3.9212596,-0.10934989,-0.59024304,1724.2758,-1756.3478,0.020015299320220947
289519813185931,-9.528651,4.0212593,-0.09392268,-0.566417,1717.1792,-1799.7123,0.02308887429535389
289519833223114,-9.556373,4.120762,-0.089662276,-0.56068796,1715.4435,-1811.1552,0.02006109245121479
289519854216204,-9.569707,4.2178493,-0.08537738,-0.5432611,1712.2589,-1830.9863,0.02098863199353218
289519875351931,-9.584499,4.317849,-0.08550929,-0.53924274,1710.2778,-1842.7026,0.021132079884409904
289519897502727,-9.563266,4.4178486,-0.08758242,-0.51684463,1704.9526,-1872.268,0.022134991362690926
289519917505871,-9.559443,4.5168715,-0.08879558,-0.50621295,1701.5375,-1890.681,0.02000557631254196
289519938142775,-9.544051,4.616871,-0.09295805,-0.5075828,1697.6019,-1911.1478,0.020660001784563065
289519959228255,-9.47114,4.7168694,-0.12783973,-0.51843905,1692.5775,-1924.4095,0.021086696535348892
289519982726804,-9.371139,4.8168674,-0.3007163,-0.60749614,1666.5836,-1969.5015,0.023473020642995834
289520003276991,-9.271138,4.9168634,-0.35982996,-0.67426634,1649.3877,-2001.612,0.02056923136115074
289520024269676,-9.171135,5.0168643,-0.38768253,-0.7257761,1638.1205,-2024.4934,0.020981743931770325
289520044400059,-9.071132,5.1168623,-0.4071054,-0.7637897,1621.8956,-2057.6511,0.020126735791563988
289520068571674,-8.971129,5.2168603,-0.42535317,-0.809673,1595.067,-2112.7583,0.024167155846953392
289520089238564,-8.900065,5.3168592,-0.42343634,-0.8033039,1579.799,-2143.3174,0.020690392702817917
289520110097527,-8.861665,5.4168587,-0.41545722,-0.81098044,1571.1516,-2162.5698,0.020845185965299606
289520131500697,-8.815019,5.5168576,-0.4042315,-0.800416,1556.5349,-2193.4624,0.021154368296265602
289520152156242,-8.764624,5.616854,-0.38662443,-0.7950542,1533.8851,-2243.039,0.02090880461037159
289520173104758,-8.7197,5.716856,-0.38405824,-0.7993586,1525.3107,-2261.7402,0.020946895703673363
289520194094201,-8.661679,5.8168545,-0.38214314,-0.7936444,1510.8093,-2292.0042,0.020991064608097076
289520214105450,-8.609526,5.916854,-0.38131824,-0.79403424,1499.9336,-2314.4487,0.020010843873023987
289520238806278,-8.5506115,6.0168524,-0.3801552,-0.7945821,1484.6089,-2346.075,0.024703260511159897
289520259093885,-8.500045,6.1168513,-0.37936687,-0.7949523,1474.2275,-2367.4993,0.02029247023165226
289520279266410,-8.456698,6.216851,-0.37895378,-0.7951458,1468.7898,-2378.7214,0.020129572600126266
289520300115243,-8.405826,6.3168497,-0.37812728,-0.7955323,1457.9142,-2401.166,0.020878007635474205
289520322216603,-8.348503,6.4168487,-0.37688679,-0.7961104,1441.6008,-2434.8325,0.022100143134593964
289520342248112,-8.304508,6.516845,-0.37647307,-0.7963027,1436.163,-2446.0547,0.020033130422234535
289520362282053,-8.254333,6.6168466,-0.37564534,-0.7966866,1425.2875,-2468.4988,0.020046908408403397
289520383217603,-8.210569,6.716846,-0.37526897,-0.79686075,1420.3441,-2478.701,0.02095094881951809
289520408877985,-8.150101,6.816845,-0.37361193,-0.7976251,1398.593,-2523.5894,0.02563728392124176
289520429136012,-8.10537,6.9168434,-0.3731974,-0.7978157,1393.1553,-2534.8113,0.020267752930521965
289520450115730,-8.056251,7.0168433,-0.37240577,-0.79817885,1382.7742,-2556.2354,0.020973235368728638
289520484203010,-8.002115,7.116842,-0.37112328,-0.7987652,1365.9667,-2590.9216,0.03404027596116066
289520505135318,-7.9532156,7.2168407,-0.3703307,-0.79912627,1355.5856,-2612.3455,0.020977692678570747
289520525224774,-7.908222,7.3168397,-0.36995313,-0.7992979,1350.6422,-2622.5474,0.02009999193251133
289520548912153,-7.852284,7.4168386,-0.3683287,-0.80003405,1329.3859,-2666.415,0.023677654564380646
289520569115475,-7.8066125,7.516838,-0.36791286,-0.80022186,1323.9481,-2677.637,0.02021872065961361
289520590309148,-7.7579517,7.616837,-0.36711878,-0.8005797,1313.5671,-2699.0608,0.021180300042033195
289520611265769,-7.7121024,7.716836,-0.3667027,-0.8007669,1308.1295,-2710.2827,0.020950542762875557
289520633661316,-7.660376,7.8168354,-0.3654538,-0.801327,1291.8165,-2743.9482,0.022381363436579704
289520654263776,-7.6118402,7.9168344,-0.3646586,-0.8016824,1281.4355,-2765.3718,0.020623531192541122
289520674296907,-7.563109,8.016833,-0.3638251,-0.80205387,1270.5603,-2787.8157,0.02003515511751175
289520695377929,-7.516837,8.116834,-0.36340824,-0.8022393,1265.1227,-2799.0376,0.021060356870293617
289520719847378,-7.465893,8.216833,-0.362157,-0.8027942,1248.8098,-2832.703,0.024493761360645294
289520740229806,-7.417479,8.316833,-0.36136028,-0.8031463,1238.4288,-2854.1265,0.02037513442337513
289520760253212,-7.3709445,8.416831,-0.3609428,-0.8033304,1232.9912,-2865.3481,0.020037587732076645
289520785478796,-7.320469,8.51683,-0.35968983,-0.80388147,1216.6785,-2899.0134,0.025194384157657623
289520806323577,-7.271965,8.61683,-0.358854,-0.80424774,1205.8033,-2921.457,0.02086949720978737
289520827212121,-7.223493,8.716831,-0.3580178,-0.8046131,1194.9281,-2943.9004,0.020886924117803574
289520848176036,-7.176666,8.816829,-0.35759956,-0.8047955,1189.4906,-2955.1223,0.020955000072717667
289520870639659,-7.1269875,8.916829,-0.3564203,-0.8053083,1174.1665,-2986.747,0.02244822308421135
289520891418795,-7.0786004,9.016828,-0.35558295,-0.8056711,1163.2915,-3009.1902,0.020799802616238594
289520912234400,-7.030362,9.116828,-0.35478333,-0.8060166,1152.9106,-3030.6135,0.020813172683119774
289520932349384,-6.9833164,9.216827,-0.3543643,-0.8061973,1147.4731,-3041.8352,0.02004731446504593
289520953153238,-6.9337816,9.316827,-0.35310674,-0.80673796,1131.1606,-3075.5,0.02087111957371235
289520973218786,-6.8855004,9.416826,-0.35226786,-0.8070973,1120.2855,-3097.943,0.02004772052168846
289520993301758,-6.838321,9.516828,-0.35184827,-0.80727667,1114.848,-3109.1648,0.02009715512394905
289521013690264,-6.7901735,9.616826,-0.35104698,-0.80761844,1104.4674,-3130.5876,0.020390532910823822
289521034229106,-6.74294,9.7168255,-0.35062712,-0.80779713,1099.0299,-3141.8093,0.02054937556385994
289521057306229,-6.6930017,9.816826,-0.34898496,-0.8084936,1077.7743,-3185.675,0.022697433829307556
289521078999940,-6.6456914,9.916824,-0.34856462,-0.80867124,1072.3368,-3196.8967,0.022053543478250504
289521099285520,-6.597555,10.000115,-0.3477237,-0.8090258,1061.4618,-3219.3396,0.02028639242053032
289521120182574,-6.5502777,10.0001135,-0.3473413,-0.80918676,1056.5187,-3229.541,0.020906373858451843
