#Sumatra CSVExporter
#Sat Jun 18 11:42:37 CEST 2011
time,setx,sety,setv,actx,acty,actv
243768735092057,0.0,0.0,0,-0.0017727041,0.0022320685,1.6702284
243768749403114,0.0,0.0,0,-0.0017890942,0.0022189526,1.6691947
243768761233027,0.0,0.0,0,-1.5017187E-4,0.0013073962,1.6848961
243768772391089,0.0,0.0,0,-1.5672672E-4,0.0013066266,1.6857575
243768793175087,0.0,0.0,0,4.108236E-4,-2.4420553E-4,1.6892868
243768798796666,0.0,0.0,0,4.1170226E-4,-2.4272122E-4,1.6901153
243768820830760,0.0,0.0,0,0.0015743149,5.146118E-4,1.689256
243768840991939,0.0,0.0,0,4.712906E-4,7.13325E-5,1.6774791
243768844566766,0.0,0.0,0,4.7121127E-4,7.185484E-5,1.6773962
243768865021322,0.0,0.0,0,4.7037125E-4,7.716252E-5,1.6765484
243768866946509,0.0,0.0,0,-0.004122236,-0.0012135863,1.6782877
243768888361431,0.0,0.0,0,-0.0041091805,-0.0012570817,1.6777704
243768893196078,0.0,0.0,0,-0.0042315414,-0.0013060968,1.6722608
243768911633868,0.0,0.0,0,-0.004219142,-0.001345613,1.6710429
243768919450914,0.0,0.0,0,-0.0044746464,-0.0013957324,1.6845247
243768934874293,0.0,0.0,0,-0.004464873,-0.0014266872,1.6852559
243768945703724,0.0,0.0,0,-0.0053076455,-0.0017182692,1.6884565
243768958148351,0.0,0.0,0,-0.0052980976,-0.0017474876,1.6893313
243768971954508,0.0,0.0,0,-0.005552982,-0.0017659275,1.684706
243768981712950,0.0,0.0,0,-0.0055452283,-0.0017901268,1.6849244
243768998264859,0.0,0.0,0,-0.0018528338,-7.812298E-4,1.6820383
243769004398228,0.0,0.0,0,-0.0018503757,-7.8703393E-4,1.6820089
243769029041110,0.0,0.0,0,-0.0018415997,-8.073554E-4,1.6819054
243769044748546,0.0,0.0,0,6.9447013E-4,4.234234E-4,1.6791205
243769051626298,0.0,0.0,0,6.929171E-4,4.2596008E-4,1.6789459
243769071012297,0.0,0.0,0,5.959037E-4,-2.3535725E-4,1.6733137
243769074769877,0.0,0.0,0,5.963913E-4,-2.3411891E-4,1.6730326
243769097550380,0.0,0.0,0,4.4583832E-4,-1.3147901E-4,1.6730186
243769098873820,0.0,0.0,0,4.4589923E-4,-1.3127222E-4,1.6729664
243769123101759,0.0,0.5,0,4.4733388E-4,-1.2629689E-4,1.67171
243769131159099,0.0,0.5,0,0.0014877392,-9.894816E-4,1.6807293
243769163033083,0.0,0.5,0,0.0032290872,-0.0032535116,1.6845042
243769170085889,0.0,0.5,0,0.0032547985,-0.0032277904,1.6852907
243769177089664,0.0,0.5,0,0.0032520583,-0.0032684798,1.6845702
243769191060340,0.0,0.5,0,0.0032734652,-0.0032470399,1.6850977
243769203280071,0.0,0.5,0,0.0017499841,5.425158E-4,1.6852119
243769215067031,0.0,0.5,0,0.0017471839,5.514674E-4,1.6856004
243769230253358,0.0,0.5,0,2.3878783E-4,2.9483697E-4,1.6777099
243769238118624,0.0,0.5,0,2.3771329E-4,2.9570394E-4,1.6774075
243769256145930,0.0,0.5,0,-9.2833664E-4,-6.360994E-4,1.6744077
243769260812006,0.0,0.5,0,-9.268808E-4,-6.3821883E-4,1.674118
243769282631740,0.0,0.5,0,-6.43058E-4,-9.753356E-4,1.6750576
243769287502451,0.0,0.5,0,-6.4218056E-4,-9.7591354E-4,1.6749779
243769308059528,0.0,0.5,0,-6.322681E-4,-9.823645E-4,1.6740909
243769309917449,0.0,0.5,0,-0.0011631055,-0.002708,1.6798086
243769330595280,0.0,0.5,0,-0.0011378808,-0.0027186957,1.6799101
243769335071715,0.0,0.5,0,-0.0012562444,-0.003192856,1.6894872
243769353866907,0.0,0.5,0,-0.0012328108,-0.0032019771,1.6909758
243769361121511,0.0,0.5,0,-2.6604134E-4,-5.1138125E-4,1.6803504
243769377081803,0.0,0.5,0,-2.62484E-4,-5.132163E-4,1.6801654
243769387540460,0.0,0.5,0,0.0010577004,0.0024394353,1.6749939
