#Sumatra CSVExporter
#Sat Jun 18 11:43:50 CEST 2011
time,setx,sety,setv,actx,acty,actv
243842320226581,0.0,0.0,0,5.010453E-4,0.0039143553,1.6780483
243842339741033,0.0,0.0,0,5.0799147E-4,0.0039134594,1.6775687
243842346062017,0.0,0.0,0,3.157233E-4,4.1274136E-4,1.678717
243842362804784,0.0,0.0,0,3.163987E-4,4.1222383E-4,1.6785023
243842564921477,0.0,0.0,0,-0.0064893602,-6.7289313E-4,1.6798118
243842578052542,0.0,0.0,0,-0.008838339,1.1980173E-4,1.678972
243842582140778,0.0,0.0,0,-0.004265113,-9.966141E-4,1.6846455
243842597918723,0.0,0.0,0,-0.0042675417,-9.861601E-4,1.6852177
243842606071289,0.0,0.0,0,-0.0046668607,-0.0010367167,1.6849341
243842621845991,0.0,0.0,0,-0.004668883,-0.0010275732,1.6853354
243842632664076,0.0,0.0,0,-0.0031367627,-6.1029283E-4,1.6836401
243842642045261,0.0,0.0,0,-0.0031376698,-6.056122E-4,1.6837661
243842658361739,0.0,0.0,0,3.13085E-4,9.28001E-4,1.6779819
243842665331881,0.0,0.5,0,3.1375827E-4,9.277736E-4,1.6776885
243842672669555,0.0,0.5,0.0,3.1375827E-4,9.277736E-4,0.095290415
243842684982081,0.0,0.5,0,-8.704592E-6,0.0016258623,1.6721768
243842688811384,0.0,0.5,0,-8.183473E-6,0.001625865,1.6718458
243842694420401,0.0,0.5,0.0,-8.183473E-6,0.001625865,0.07507364
243842712101651,0.0,0.5,0,3.8159208E-4,-6.8642717E-4,1.6808279
243842713141843,0.0,0.5,0,3.8159208E-4,-6.8642717E-4,1.6808279
243842715766436,0.0,0.5,0.0,3.8159208E-4,-6.8642717E-4,0.120263696
243842735874531,0.0,0.5,0,3.796565E-4,-6.8749953E-4,1.680998
243842736188980,0.0,0.5,0.0,3.796565E-4,-6.8749953E-4,0.120263696
243842738666883,0.0,0.5,0,5.5432704E-4,-2.730008E-4,1.6820605
243842756547095,0.0,0.5,0.0,5.5432704E-4,-2.730008E-4,0.12508196
243842758740130,0.0,0.5,0,5.5360777E-4,-2.7445625E-4,1.6823733
243842764355631,0.0,0.5,0,0.0014520504,-5.714074E-4,1.685206
243842776673830,0.0,0.5,0.0,0.0014520504,-5.714074E-4,0.13581738
243842781926662,0.0,0.5,0,0.0014506534,-5.7494466E-4,1.6858497
243842791076467,0.0,0.5,0,-0.001498912,-0.0012182856,1.6821212
243842798530439,0.0,0.5,0.0,-0.001498912,-0.0012182856,0.11858512
243842805562174,0.0,0.5,0,-0.0015010287,-0.001215677,1.6821758
243842817700456,0.0,0.5,0,-8.517601E-4,-5.5293535E-4,1.6735121
243842821757897,0.0,0.5,0.0,-8.517601E-4,-5.5293535E-4,0.09891625
243842828683870,0.0,0.5,0,-8.5237506E-4,-5.5198686E-4,1.672738
243842842128573,0.0,0.5,0.0,-8.5237506E-4,-5.5198686E-4,0.09891625
243842844670501,0.0,0.5,0,0.0040627965,0.0052217497,1.6711531
243842852215241,0.0,0.5,0,0.0040670824,0.0052184113,1.6705775
243842862729818,0.0,0.5,0.0,0.0040670824,0.0052184113,0.10366398
243842871187108,0.0,0.5,0,0.004224319,0.0068655447,1.6864003
243842876658351,0.0,0.5,0,0.0042297556,0.006862196,1.6867142
243842883012158,0.0,0.5,0.0,0.0042297556,0.006862196,0.17062734
243842897356038,0.0,0.5,0,0.0013941219,0.005137203,1.6909893
243842898647060,0.0,0.5,0,0.0013951443,0.0051369253,1.6911117
243842903596789,0.0,0.5,0.0,0.0013951443,0.0051369253,0.14622782
243842921647191,0.0,0.5,0,0.0014126436,0.00513214,1.6932014
243842924975241,0.0,0.5,0,-0.011004921,0.027047448,1.704637
243842928969062,0.0,0.5,0.0,-0.011004921,0.027047448,0.1353993
243842945166811,0.0,0.5,0,-0.010926219,0.027079333,1.7083372
243842951685541,0.0,0.5,0,-0.011185862,0.06066744,1.6907647
243842956493039,0.0,0.5,0.0,-0.011185862,0.06066744,0.11812539
243842968145061,0.0,0.5,0,-0.011053572,0.060691684,1.6913491
243842976586952,0.0,0.5,0,-0.002168918,0.083737664,1.692015
243842976973934,0.0,0.5,0.0,-0.002168918,0.083737664,0.18042459
243842992104341,0.0,0.5,0,-0.0019412823,0.08374324,1.6925448
243842997758338,0.0,0.5,0.0,-0.0019412823,0.08374324,0.18042459
243843003529847,0.0,0.5,0,-0.0017700568,0.08374704,1.6929414
243843018566649,0.0,0.5,0.0,-0.0017700568,0.08374704,0.18042459
243843030439109,0.0,0.5,0,-0.0013605664,0.08375469,1.6938941
243843035106807,0.0,0.5,0,-0.0012826659,0.083755925,1.6940724
243843038586407,0.0,0.5,0.0,-0.0012826659,0.083755925,0.18042459
243843056903443,0.0,0.5,0,-0.04633647,-0.1284369,1.6708279
243843058547004,0.0,0.5,0,-0.04612918,-0.12851147,1.6706873
243843059632986,0.0,0.5,0.0,-0.04612918,-0.12851147,-1.0841888
243843079651124,0.0,0.5,0.0,-0.04612918,-0.12851147,-1.0841888
243843081432864,0.0,0.5,0,-0.042855397,-0.12963995,1.6684788
243843083664801,0.0,0.5,0,-0.04876351,-0.07404784,1.6933957
243843100584242,0.0,0.5,0.0,-0.04876351,-0.07404784,-0.7106904
243843104622232,0.0,0.5,0,-0.047609143,-0.07479527,1.696317
243843109400959,0.0,0.5,0,-0.076203845,-0.02460426,1.7049851
243843120605621,0.0,0.5,0.0,-0.076203845,-0.02460426,-0.123525955
243843127747575,0.0,0.5,0,-0.07614693,-0.024779834,1.7088602
243843136630342,0.0,0.5,0,-0.2063747,0.27537912,1.7157831
243843140618085,0.0,0.5,0.0,-0.2063747,0.27537912,0.45338538
243843151869753,0.0,0.5,0,-0.20444603,0.276814,1.7197067
243843160632576,0.0,0.5,0.0,-0.20444603,0.276814,0.45338538
243843162323953,0.0,0.5,0,-0.30183753,-0.26057822,1.715671
243843173966250,0.0,0.5,0,-0.30090424,-0.2616554,1.7180878
243843189095846,0.0,0.5,0,-0.36138105,-0.4489696,1.7053008
243843197236256,0.0,0.5,0,-0.35972393,-0.4502985,1.7058996
243843202775576,0.0,1.0,0.0,-0.35972393,-0.4502985,-0.41499093
243843223066830,0.0,1.0,0,-0.47684842,-0.39441776,1.6898758
243843225003768,0.0,1.0,0,-0.47604635,-0.39538547,1.6894684
243843226288712,0.0,1.0,0.0,-0.47604635,-0.39538547,-0.36802846
243843242005468,0.0,1.0,0,-0.474658,-0.3448369,1.6857529
243843244785664,0.0,1.0,0,-0.47439006,-0.3452054,1.6855345
243843246652095,0.0,1.0,0.0,-0.47439006,-0.3452054,-0.32763296
243843267227811,0.0,1.0,0,-0.47174156,-0.34881604,1.6834165
243843267655720,0.0,1.0,0.0,-0.47174156,-0.34881604,-0.32763296
243843268788708,0.0,1.0,0,-0.5048535,-0.32505476,1.6928786
243843288622472,0.0,1.0,0.0,-0.5048535,-0.32505476,-0.22427961
243843290343024,0.0,1.0,0,-0.5032069,-0.32759804,1.6924107
243843295492525,0.0,1.0,0,-0.49636394,-0.3055495,1.6934744
243843310109522,0.0,1.0,0.0,-0.49636394,-0.3055495,-0.17632902
243843313585070,0.0,1.0,0,-0.4953308,-0.3072215,1.6932417
243843321697925,0.0,1.0,0,-0.5077217,-0.2943781,1.689193
243843331053175,0.0,1.0,0.0,-0.5077217,-0.2943781,-0.10959164
243843336554810,0.0,1.0,0,-0.5072086,-0.29526132,1.6884942
243843347874554,0.0,1.0,0,-0.5542279,-0.1382586,1.692874
243843351608226,0.0,1.0,0.0,-0.5542279,-0.1382586,0.28442258
243843359912748,0.0,1.0,0,-0.554713,-0.13629946,1.6928253
243843371618664,0.0,1.0,0.0,-0.554713,-0.13629946,0.28442258
243843374789894,0.0,1.0,0,-0.57211894,-0.09090014,1.6778295
243843383077803,0.0,1.0,0,-0.5725434,-0.08818739,1.6766618
243843391732028,0.0,1.0,0.0,-0.5725434,-0.08818739,0.5226655
243843401895687,0.0,1.0,0,-0.62005377,-0.050309993,1.676139
243843406601475,0.0,1.0,0,-0.62024677,-0.047871605,1.675469
243843412648127,0.0,1.0,0.0,-0.62024677,-0.047871605,0.66959214
243843427423158,0.0,1.0,0,-0.60983783,-0.0417009,1.6679049
243843430313978,0.0,1.0,0,-0.60990876,-0.04065036,1.6674922
243843433610826,0.0,1.0,0.0,-0.60990876,-0.04065036,0.6466717
243843452747210,0.0,1.0,0,-0.61045027,-0.03149122,1.6638699
243843454552858,0.0,1.0,0,-0.633298,-0.076073155,1.662304
243843454996166,0.0,1.0,0.0,-0.633298,-0.076073155,0.398389
243843476017622,0.0,1.0,0,-0.6339592,-0.07035053,1.6585208
243843476349900,0.0,1.0,0.0,-0.6339592,-0.07035053,0.398389
243843480126525,0.0,1.0,0,-0.61205333,-0.09083334,1.652791
243843496606305,0.0,1.0,0.0,-0.61205333,-0.09083334,0.23560509
243843498958186,0.0,1.0,0,-0.61246175,-0.088037506,1.6488152
243843506451463,0.0,1.0,0,-0.5789452,-0.10151475,1.6567056
243843516725747,0.0,1.0,0.0,-0.5789452,-0.10151475,0.11890938
243843522481048,0.0,1.0,0,-0.5791389,-0.100403786,1.6545924
243843537656434,0.0,1.0,0.0,-0.5791389,-0.100403786,0.11890938
243843546886877,0.0,1.0,0,-0.5794186,-0.09877689,1.651482
243843553334694,0.0,1.0,0,-0.57082623,-0.13060735,1.6348994
243843558640204,0.0,1.0,0.0,-0.57082623,-0.13060735,-0.07476269
243843569535685,0.0,1.0,0,-0.57066274,-0.13132004,1.6310054
243843578778691,0.0,1.0,0.0,-0.57066274,-0.13132004,-0.07476269
243843580334725,0.0,1.0,0,-0.5610395,-0.14733294,1.6278801
243843592788267,0.0,1.0,0,-0.560714,-0.14856689,1.6246816
243843599743416,0.0,1.0,0.0,-0.560714,-0.14856689,-0.16493765
243843606479748,0.0,1.0,0,-0.6080081,0.35663998,1.6555047
243843616343546,0.0,1.0,0,-0.6066396,0.35896268,1.6561124
243843620041153,0.0,1.0,0.0,-0.6066396,0.35896268,0.38251388
243843644024342,0.0,1.0,0.0,-0.659627,0.76201403,0.5643382
243843653982556,0.0,1.0,0,-0.6566138,0.7646119,1.6428506
243843654701006,0.0,1.0,0,-0.6566138,0.7646119,1.6428506
243843663620243,0.0,1.0,0,-0.6720848,0.8499738,1.6529442
243843665803148,0.0,1.0,0.0,-0.6702155,0.85144854,0.5741676
243843685523046,0.0,1.0,0,-0.7297564,0.8980353,1.6657752
243843685947308,0.0,1.0,0.0,-0.7297564,0.8980353,0.41287184
243843706631623,0.0,1.0,0.0,-0.7297564,0.8980353,0.41287184
243843709795559,0.0,1.0,0,-0.72112554,0.90498066,1.6687351
243843712081390,0.0,1.0,0,-0.75028795,0.83800256,1.6754924
243843726657054,0.0,1.0,0.0,-0.75028795,0.83800256,0.26815966
243843732329691,0.0,1.0,0,-0.7456595,0.84212357,1.679085
243843738698490,0.0,1.0,0,-0.57433504,1.0305855,1.6639569
243843747623806,0.0,1.0,0.0,-0.57433504,1.0305855,0.46571174
243843755371965,0.0,1.0,0,-0.5660974,1.0351334,1.6648546
243843765127570,0.0,1.0,0,-0.5614998,1.0376344,1.6653559
243843767641133,0.0,1.0,0.0,-0.5614998,1.0376344,0.46571174
243843778867271,0.0,1.0,0,-0.55479574,1.0412343,1.666082
243843788624498,0.0,1.0,0.0,-0.55479574,1.0412343,0.46571174
243843792085053,0.0,1.0,0,-0.57434404,0.9290553,1.6649966
243843802168074,0.0,1.0,0,-0.57054645,0.93139225,1.6654519
243843809641496,0.0,1.0,0.0,-0.57054645,0.93139225,0.38347352
243843818457807,0.0,1.0,0,-0.6177202,0.9246752,1.6437938
243843825842892,0.0,1.0,0,-0.6168398,0.92526275,1.6426626
243843830616756,0.0,1.0,0.0,-0.6168398,0.92526275,0.12842314
243843844367804,0.0,1.0,0,-0.6063456,0.85423094,1.6582204
243843848325966,0.0,1.0,0,-0.6062854,0.8542737,1.6582755
243843851458295,0.0,1.0,0.0,-0.6062854,0.8542737,0.017320352
243843871397821,0.0,1.0,0,-0.49834988,0.9893943,1.6425619
243843872104925,0.0,1.0,0,-0.49834988,0.9893943,1.6425619
243843872383714,0.0,1.0,0.0,-0.49834988,0.9893943,0.09231087
243843892771815,0.0,1.0,0.0,-0.49834988,0.9893943,0.09231087
243843895092494,0.0,1.0,0,-0.4962119,0.99046826,1.6397405
243843897482466,0.0,1.0,0,-0.5192519,0.9409048,1.6231877
243843913180987,0.0,1.0,0.0,-0.5192519,0.9409048,-0.01043615
243843917801274,0.0,1.0,0,-0.5194476,0.94079673,1.6180811
243843923944773,0.0,1.0,0,-0.51434565,0.8680212,1.6281443
243843933635949,0.0,1.0,0.0,-0.51434565,0.8680212,-0.06185199
243843941564430,0.0,1.0,0,-0.51529384,0.8674586,1.6253883
243843950622251,0.0,1.0,0,-0.42072362,0.93762916,1.6222153
243843954622556,0.0,1.0,0.0,-0.42072362,0.93762916,0.037366826
243843964562535,0.0,1.0,0,-0.42023194,0.9378496,1.619798
243843974641099,0.0,1.0,0.0,-0.42023194,0.9378496,0.037366826
243843977139668,0.0,1.0,0,-0.4262548,0.9037152,1.6071992
243843987908722,0.0,1.0,0,-0.42639533,0.9036489,1.6043423
243843994656805,0.0,1.0,0.0,-0.42639533,0.9036489,-0.015058075
243844003702470,0.0,1.0,0,-0.47087306,0.9339523,1.5830454
243844010916147,0.0,1.0,0,-0.47237945,0.93319124,1.5799235
243844015654352,0.0,1.0,0.0,-0.47237945,0.93319124,-0.2070684
243844030416417,0.0,1.0,0,-0.46321377,0.89947593,1.6039271
243844035674111,0.0,1.0,0.0,-0.46321377,0.89947593,-0.25135264
243844054255348,0.0,1.0,0,-0.4688192,0.8965671,1.6003283
243844055924843,0.0,1.0,0.0,-0.4688192,0.8965671,-0.25135264
243844057492223,0.0,1.0,0,-0.43106574,0.83859736,1.6202213
243844076649679,0.0,1.0,0.0,-0.43106574,0.83859736,-0.29504916
243844077274930,0.0,1.0,0,-0.4361764,0.8359506,1.620399
243844084827774,0.0,1.0,0,-0.46039745,0.85647815,1.6207191
243844096665386,0.0,1.0,0.0,-0.46039745,0.85647815,-0.40106097
243844100771857,0.0,1.0,0,-0.46635073,0.8532512,1.620909
243844110573252,0.0,1.0,0,-0.4531053,0.8298509,1.6396245
243844127426238,0.0,1.0,0,-0.45738068,0.8275022,1.6418507
243844134675169,0.0,1.0,0.0,-0.45738068,0.8275022,-0.37178546
243844137555048,0.0,1.0,0,-0.48571086,0.8471509,1.6269035
243844147529876,0.0,1.0,0,-0.49005195,0.84464717,1.6271126
243844154724103,0.0,1.0,0.0,-0.49005195,0.84464717,-0.47979307
243844163358878,0.0,1.0,0,-0.47810933,0.82466865,1.6423213
243844170494754,0.0,1.0,0,-0.4806223,0.8232066,1.6434146
243844175638581,0.0,1.0,0.0,-0.4806223,0.8232066,-0.3985657
243844189993808,0.0,1.0,0,-0.46315524,0.7756323,1.6412729
243844193793530,0.0,1.0,0,-0.46451816,0.77481675,1.6417404
243844195685084,0.0,1.0,0.0,-0.46451816,0.77481675,-0.38839152
243844216152608,0.0,1.0,0,-0.48071492,0.7989205,1.6241634
243844216640489,0.0,1.0,0.0,-0.48071492,0.7989205,-0.4065434
243844217654748,0.0,1.0,0,-0.48109344,0.7986925,1.6241006
243844240661363,0.0,1.0,0,-0.48859116,0.7941281,1.6228794
243844250301886,0.0,1.0,0,-0.46964908,0.7888078,1.6228172
243844259048096,0.0,0.5,0.0,-0.46964908,0.7888078,-0.3457088
243844263945551,0.0,0.5,0,-0.47536477,0.78537655,1.6217126
243844269055341,0.0,0.5,0,-0.49057603,0.8310004,1.6147101
243844279673249,0.0,0.5,0.0,-0.49057603,0.8310004,-0.31881428
243844286592738,0.0,0.5,0,-0.49527207,0.8282102,1.612872
243844296827716,0.0,0.5,0,-0.47863385,0.8298929,1.6166719
243844300918384,0.0,0.5,0.0,-0.47863385,0.8298929,-0.24907584
243844310807711,0.0,0.5,0,-0.48158643,0.828183,1.6157266
243844321162633,0.0,0.5,0.0,-0.48158643,0.828183,-0.24907584
243844324317654,0.0,0.5,0,-0.45798895,0.7933324,1.6163043
243844332836131,0.0,0.5,0,-0.46000588,0.79216456,1.6156938
243844341646770,0.0,0.5,0.0,-0.46000588,0.79216456,-0.22773995
243844348242896,0.0,0.5,0,-0.4797036,0.8328851,1.6079147
243844355959449,0.0,0.5,0,-0.48125607,0.831989,1.6069866
243844362643507,0.0,0.5,0.0,-0.48125607,0.831989,-0.2264339
243844374712093,0.0,0.5,0,-0.48151278,0.83070016,1.6005803
243844378995644,0.0,0.5,0,-0.4824751,0.83014154,1.5998322
243844382658403,0.0,0.5,0.0,-0.4824751,0.83014154,-0.2291308
243844401448327,0.0,0.5,0,-0.24318232,0.9977604,1.5908965
243844402491761,0.0,0.5,0,-0.24329236,0.9977336,1.5905616
243844402806210,0.0,0.5,0.0,-0.24329236,0.9977336,-0.065693915
243844423702048,0.0,0.5,0.0,-0.24329236,0.9977336,-0.065693915
243844425973696,0.0,0.5,0,-0.24481536,0.99736106,1.5860596
243844428649751,0.0,0.5,0,-0.21513335,0.9829264,1.5928906
243844443702761,0.0,0.5,0.0,-0.21513335,0.9829264,0.020425644
243844448840916,0.0,0.5,0,-0.21469705,0.98302186,1.5898335
243844454297977,0.0,0.5,0,-0.22440112,0.9301055,1.5902758
243844464680859,0.0,0.5,0.0,-0.22440112,0.9301055,0.06287567
243844472305021,0.0,0.5,0,-0.22334602,0.93035936,1.5878484
243844481010709,0.0,0.5,0,-0.21114634,0.93844384,1.6160145
243844484775582,0.0,0.5,0.0,-0.21114634,0.93844384,0.15901114
243844495496415,0.0,0.5,0,-0.20889995,0.93894637,1.6175284
243844505690060,0.0,0.5,0.0,-0.20889995,0.93894637,0.15901114
243844507200305,0.0,0.5,0,-0.1608251,0.9048004,1.6240981
243844518807348,0.0,0.5,0,-0.15824455,0.9052553,1.6258329
243844525704551,0.0,0.5,0.0,-0.15824455,0.9052553,0.23903929
243844542861449,0.0,0.5,0,-0.15314004,0.9061328,1.6292804
243844546690752,0.0,0.5,0.0,-0.15314004,0.9061328,0.23903929
243844553654816,0.0,0.5,0,-0.054636713,0.81883764,1.6335356
243844565970584,0.0,0.5,0,-0.05168776,0.8190291,1.6355965
243844566750627,0.0,0.5,0.0,-0.05168776,0.8190291,0.28543052
243844580015819,0.0,0.5,0,-0.055355586,0.7186889,1.6175206
243844587702790,0.0,0.5,0.0,-0.055355586,0.7186889,0.23872009
243844589074046,0.0,0.5,0,-0.053721145,0.71881294,1.6174104
243844606457866,0.0,0.5,0,-0.044452507,0.62155235,1.6336759
243844608674809,0.0,0.5,0.0,-0.044452507,0.62155235,0.33394137
243844612267466,0.0,0.5,0,-0.04313587,0.6216451,1.6345165
243844628680790,0.0,0.5,0.0,-0.04313587,0.6216451,0.33394137
243844633004459,0.0,0.5,0,-0.044155274,0.6508633,1.6387259
243844636451236,0.0,0.5,0,-0.04359723,0.65090084,1.6391631
243844649689684,0.0,0.5,0.0,-0.04359723,0.65090084,0.28457248
243844659805122,0.0,0.5,0,-0.039289653,0.65117514,1.6425362
243844669698502,0.0,0.5,0.0,-0.03899171,0.61174124,0.20121945
243844682771215,0.0,0.5,0,-0.03614021,0.61191636,1.6429913
243844685801835,0.0,0.5,0,-0.037327476,0.57746357,1.6355407
243844689702051,0.0,0.5,0.0,-0.037327476,0.57746357,0.18062149
243844705423670,0.0,0.5,0,-0.03525395,0.5775939,1.6368308
243844709720594,0.0,0.5,0.0,-0.03525395,0.5775939,0.18062149
243844712175805,0.0,0.5,0,-0.041400414,0.5164363,1.6399316
243844728681520,0.0,0.5,0,-0.03988731,0.5165553,1.6413833
243844730690992,0.0,0.5,0.0,-0.03988731,0.5165553,0.17424664
243844738689576,0.0,0.5,0,-0.04305681,0.43965662,1.6278261
243844751636672,0.0,0.5,0,-0.04231503,0.43972862,1.6274168
243844751978270,0.0,0.5,0.0,-0.04231503,0.43972862,0.1254703
243844765148236,0.0,0.5,0,-0.040418297,0.3948327,1.6363181
243844772739576,0.0,0.5,0.0,-0.040418297,0.3948327,0.15738538
243844774944768,0.0,0.5,0,-0.039789364,0.3948966,1.636792
243844791910404,0.0,0.5,0,-0.03734497,0.35175905,1.6274868
243844793688498,0.0,0.5,0.0,-0.03734497,0.35175905,0.093248434
243844798277583,0.0,0.5,0,-0.037112486,0.35178363,1.6272252
243844813704204,0.0,0.5,0.0,-0.037112486,0.35178363,0.093248434
243844822377879,0.0,0.5,0,-0.034242272,0.34601724,1.6354223
243844823761291,0.0,0.5,0,-0.034108754,0.34603044,1.6355487
243844834683517,0.0,0.5,0.0,-0.034108754,0.34603044,0.10337102
243844844934298,0.0,0.5,0,-0.026393715,0.33374736,1.6379712
243844854815115,0.0,0.5,0.0,-0.026393715,0.33374736,0.11673207
243844868253740,0.0,0.5,0,-0.025482018,0.33381817,1.6390859
243844871459414,0.0,0.5,0,-0.012636982,0.32139653,1.6347879
243844875715005,0.0,0.5,0.0,-0.012636982,0.32139653,0.10082533
243844891444729,0.0,0.5,0,-0.011963405,0.32142234,1.635113
243844896736056,0.0,0.5,0.0,-0.011963405,0.32142234,0.10082533
243844897320784,0.0,0.5,0,-0.0028496925,0.352879,1.620248
243844914583039,0.0,0.5,0,-0.0026321504,0.35288066,1.6185203
243844917724688,0.0,0.5,0.0,-0.0026321504,0.35288066,0.03491819
243844924319599,0.0,0.5,0,-0.0024555828,0.36835584,1.6149049
243844937923553,0.0,0.5,0,-0.0023571523,0.36835653,1.6131808
243844938421970,0.0,0.5,0.0,-0.0023571523,0.36835653,0.018851494
243844950285921,0.0,0.5,0,-0.004890859,0.41314965,1.6098788
243844958716871,0.0,0.5,0.0,-0.004890859,0.41314965,-0.020252634
243844960960154,0.0,0.5,0,-0.0049842363,0.4131485,1.6083792
243844977744252,0.0,0.5,0,-0.0045159515,0.42673558,1.6246367
243844978718800,0.0,0.5,0.0,-0.0045159515,0.42673558,0.017355612
243844984715205,0.0,0.5,0,-0.00445576,0.4267362,1.6247723
243844999758490,0.0,0.5,0.0,-0.00445576,0.4267362,0.017355612
243845004042447,0.0,0.5,0,-0.012778692,0.41946307,1.6441174
243845007374548,0.0,0.5,0,-0.01264376,0.41946715,1.6448729
243845020771031,0.0,0.5,0.0,-0.01264376,0.41946715,0.07047223
243845029884367,0.0,0.5,0,-0.016584754,0.45817322,1.6756656
243845031613429,0.0,0.5,0,-0.016516726,0.45817566,1.6761358
243845041710632,0.0,0.5,0.0,-0.016516726,0.45817566,0.12081964
243845056837392,0.0,0.5,0,-0.026792891,0.4614878,1.6859796
243845062751133,0.0,0.5,0.0,-0.026792891,0.4614878,0.0107124
243845074380058,0.0,0.5,0,-0.026703373,0.46149296,1.69314
243845083052112,0.0,0.5,0,-0.03228344,0.4948889,1.7071749
243845083713427,0.0,0.5,0.0,-0.03228344,0.4948889,-0.030273985
243845097467716,0.0,0.5,0,-0.032505102,0.49487433,1.7140331
243845103769655,0.0,0.5,0.0,-0.032505102,0.49487433,-0.030273985
243845109491727,0.0,0.5,0,-0.034875363,0.50608474,1.7191142
243845120554564,0.0,0.5,0,-0.03523633,0.50605977,1.7244623
243845124822312,0.0,0.5,0.0,-0.03523633,0.50605977,-0.062293373
243845135865292,0.0,0.5,0,-0.03558092,0.49089333,1.7294365
243845145303207,0.0,0.5,0,-0.035926692,0.49086812,1.7331418
243845145786632,0.0,0.5,0.0,-0.035926692,0.49086812,-0.08406464
243845162516836,0.0,0.5,0,-0.041043773,0.5209796,1.7300935
