#Sumatra CSVExporter
#Sun Feb 09 00:55:17 CET 2014
t,px,py,vx,vy,ax,ay,rot
1.8300,1.9548,0.0000,0.4868,0.0000,-2.4382,0.0000,0.0000
1.8400,1.9595,0.0000,0.4622,0.0000,-2.4678,0.0000,0.0000
1.8500,1.9640,0.0000,0.4374,0.0000,-2.4973,0.0000,0.0000
1.8600,1.9682,0.0000,0.4123,0.0000,-2.5269,0.0000,0.0000
1.8700,1.9722,0.0000,0.3869,0.0000,-2.5565,0.0000,0.0000
1.8800,1.9760,0.0000,0.3612,0.0000,-2.5860,0.0000,0.0000
1.8900,1.9795,0.0000,0.3352,0.0000,-2.6156,0.0000,0.0000
1.9000,1.9827,0.0000,0.3088,0.0000,-2.6451,0.0000,0.0000
1.9100,1.9856,0.0000,0.2822,0.0000,-2.6747,0.0000,0.0000
1.9200,1.9883,0.0000,0.2554,0.0000,-2.7042,0.0000,0.0000
1.9300,1.9907,0.0000,0.2282,0.0000,-2.7338,0.0000,0.0000
1.9400,1.9929,0.0000,0.2007,0.0000,-2.7633,0.0000,0.0000
1.9500,1.9948,0.0000,0.1729,0.0000,-2.7929,0.0000,0.0000
1.9600,1.9963,0.0000,0.1448,0.0000,-2.8224,0.0000,0.0000
1.9700,1.9977,0.0000,0.1164,0.0000,-2.8520,0.0000,0.0000
1.9800,1.9987,0.0000,0.0878,0.0000,-2.8816,0.0000,0.0000
1.9900,1.9994,0.0000,0.0588,0.0000,-2.9111,0.0000,0.0000
2.0000,1.9999,0.0000,0.0296,0.0000,-2.9407,0.0000,0.0000
2.0100,2.0000,0.0000,0.0000,0.0000,-2.9702,0.0000,0.0000
