#Sumatra CSVExporter
#Sun Feb 09 00:55:17 CET 2014
t,px,py,vx,vy,ax,ay,rot
3.4800,0.3350,3.1848,-0.8335,-0.0500,-0.4664,-2.2926,0.0000
3.4900,0.3266,3.1842,-0.8382,-0.0731,-0.4658,-2.3095,0.0000
3.5000,0.3182,3.1834,-0.8429,-0.0962,-0.4652,-2.3264,0.0000
3.5100,0.3098,3.1823,-0.8475,-0.1196,-0.4647,-2.3434,0.0000
3.5200,0.3013,3.1810,-0.8522,-0.1431,-0.4641,-2.3603,0.0000
3.5300,0.2927,3.1794,-0.8568,-0.1668,-0.4635,-2.3772,0.0000
3.5400,0.2841,3.1777,-0.8614,-0.1906,-0.4629,-2.3941,0.0000
3.5500,0.2755,3.1756,-0.8661,-0.2147,-0.4623,-2.4111,0.0000
3.5600,0.2668,3.1734,-0.8707,-0.2389,-0.4618,-2.4280,0.0000
3.5700,0.2581,3.1708,-0.8753,-0.2632,-0.4612,-2.4449,0.0000
3.5800,0.2493,3.1681,-0.8799,-0.2878,-0.4606,-2.4618,0.0000
3.5900,0.2405,3.1651,-0.8845,-0.3125,-0.4600,-2.4788,0.0000
3.6000,0.2316,3.1618,-0.8891,-0.3373,-0.4595,-2.4957,0.0000
3.6100,0.2227,3.1583,-0.8937,-0.3624,-0.4589,-2.5126,0.0000
3.6200,0.2137,3.1546,-0.8983,-0.3876,-0.4583,-2.5295,0.0000
3.6300,0.2047,3.1506,-0.9029,-0.4130,-0.4577,-2.5465,0.0000
3.6400,0.1957,3.1463,-0.9074,-0.4385,-0.4572,-2.5634,0.0000
3.6500,0.1866,3.1418,-0.9120,-0.4642,-0.4566,-2.5803,0.0000
3.6600,0.1775,3.1370,-0.9166,-0.4901,-0.4560,-2.5972,0.0000
3.6700,0.1683,3.1320,-0.9211,-0.5162,-0.4554,-2.6142,0.0000
3.6800,0.1590,3.1267,-0.9257,-0.5424,-0.4548,-2.6311,0.0000
3.6900,0.1497,3.1212,-0.9302,-0.5688,-0.4543,-2.6480,0.0000
3.7000,0.1404,3.1153,-0.9348,-0.5954,-0.4537,-2.6649,0.0000
3.7100,0.1311,3.1093,-0.9393,-0.6221,-0.4531,-2.6819,0.0000
3.7200,0.1216,3.1029,-0.9438,-0.6490,-0.4525,-2.6988,0.0000
3.7300,0.1122,3.0963,-0.9483,-0.6761,-0.4520,-2.7157,0.0000
3.7400,0.1027,3.0894,-0.9529,-0.7033,-0.4514,-2.7326,0.0000
3.7500,0.0931,3.0822,-0.9574,-0.7307,-0.4508,-2.7496,0.0000
3.7600,0.0835,3.0748,-0.9619,-0.7583,-0.4502,-2.7665,0.0000
3.7700,0.0739,3.0670,-0.9664,-0.7861,-0.4497,-2.7834,0.0000
3.7800,0.0642,3.0590,-0.9709,-0.8140,-0.4491,-2.8004,0.0000
3.7900,0.0545,3.0508,-0.9754,-0.8421,-0.4485,-2.8173,0.0000
3.8000,0.0447,3.0422,-0.9798,-0.8703,-0.4479,-2.8342,0.0000
3.8100,0.0349,3.0334,-0.9843,-0.8988,-0.4474,-2.8511,0.0000
3.8200,0.0250,3.0242,-0.9888,-0.9273,-0.4468,-2.8681,0.0000
3.8300,0.0151,3.0148,-0.9932,-0.9561,-0.4462,-2.8850,0.0000
3.8400,0.0051,3.0051,-0.9977,-0.9850,-0.4456,-2.9019,0.0000
