nparams 7
bandwidth 1.476599e-01 1.476599e-01 1.476599e-01 1.476599e-01 1.476599e-01 1.476599e-01 1.476599e-01 1.476599e-01
scale 5.831156e-04
lambda 5.733403e-04
minvalues -5.000000e-02 -5.000000e-02
maxvalues 5.000000e-02 5.000000e-02
stdevInit 5.000000e-02 5.000000e-02
resetProb 2.000000e-02
npoints 436
-0.024995,0.66404,0.90053,-0.024995,0.024995,0.049958,-0.024995,0.89064
-0.049958,0.67778,0.90053,-0.024995,-0,0.049958,-0.024995,0.89064
-0.024995,0.07486,0.26827,-0.024995,-0,0.024995,0.024995,0.07486
-0,0.07486,0.24492,0.024995,0.024995,0.024995,-0,0.024995
-0.024995,0.07486,0.17324,-0,-0,0.049958,-0.024995,0.98956
-0,0.07486,0.17324,0.024995,0.024995,0.024995,-0.024995,0.87983
-0.049958,0.07486,0.14889,0.049958,-0,0.024995,-0.024995,-0
-0,0.07486,0.12435,-0.024995,0.024995,0.024995,-0,-0
-0.024995,0.53705,0.7163,-0.024995,0.024995,0.024995,-0.024995,0.83365
-0.024995,0.53705,0.70391,-0.024995,0.024995,0.024995,-0.049958,0.81775
-0.024995,0.049958,0.51902,-0.024995,-0,0.024995,-0,-0.024995
-0,0.099668,0.29131,-0.024995,-0,0.024995,-0.024995,0.024995
-0,0.099668,0.07486,-0,0.024995,0.024995,-0,0.024995
-0.024995,0.12435,0.099668,-0.049958,0.024995,-0,-0.024995,0.024995
-0,0.90053,0.99299,-0.07486,-0,0.024995,-0.049958,-0
-0,0.17324,0.99426,-0.024995,0.024995,0.024995,-0.07486,0.81775
-0.024995,-0.049958,0.96222,-0.049958,0.049958,-0,-0.049958,0.90053
-0.024995,0.049958,0.07486,-0,0.024995,0.024995,-0.049958,0.85515
-0.024995,-0,-0,-0.024995,-0,0.024995,-0.07486,0.99808
-0.024995,0.049958,-0.024995,-0.024995,-0,0.024995,-0.049958,0.99574
-0,0.07486,-0,-0,-0,0.024995,-0.049958,0.9674
-0.024995,-0,-0.024995,-0.049958,0.024995,-0,-0.07486,0.84828
-0.024995,0.024995,-0.024995,-0.049958,-0,0.024995,-0.049958,0.07486
-0,0.024995,-0.024995,-0.024995,-0,0.024995,-0.049958,0.7719
-0.049958,0.07486,-0.024995,-0,-0,0.024995,-0.024995,0.48155
-0,0.07486,-0,-0,0.024995,0.024995,-0.049958,-0.049958
-0,0.049958,-0.024995,-0.024995,-0,0.024995,-0,0.024995
-0,0.024995,-0.07486,-0.024995,-0,0.024995,-0.024995,-0.024995
-0,0.049958,-0.049958,-0.024995,0.024995,-0,-0.024995,-0.024995
0.024995,0.07486,-0.024995,-0,-0,0.024995,-0.024995,-0.024995
-0,0.07486,-0.049958,-0.024995,-0,0.024995,-0.049958,-0
-0,0.07486,-0.07486,-0,-0,0.024995,-0.024995,-0
-0,0.049958,-0.024995,-0.024995,-0,0.024995,-0.024995,0.024995
-0,0.07486,-0.07486,0.024995,-0,0.024995,-0,-0
-0.024995,0.07486,-0.024995,-0,-0,0.024995,-0.024995,-0.024995
-0,-0,-0.049958,-0.07486,0.024995,-0,-0.024995,-0
-0.024995,0.024995,-0.049958,-0,-0,-0,-0.024995,-0
-0,0.049958,-0.07486,-0,0.024995,-0,-0.024995,-0
-0.024995,0.024995,-0.07486,-0.024995,-0,-0,-0.049958,-0.024995
-0,0.049958,-0.049958,-0.024995,0.024995,0.024995,-0.049958,-0
-0.024995,0.049958,-0.049958,-0.024995,-0,0.024995,-0.049958,-0
-0.024995,0.07486,-0.024995,-0,0.024995,-0,-0.049958,0.024995
-0.024995,0.024995,-0.07486,-0.024995,-0,-0,-0.024995,-0
-0.024995,0.049958,-0.07486,-0.024995,-0,0.024995,-0.049958,-0
-0,0.024995,-0.07486,-0,-0,0.024995,-0,-0
-0,0.07486,-0.07486,-0,-0,0.024995,-0.024995,-0
-0.024995,0.049958,-0.049958,-0.049958,0.024995,0.024995,-0.024995,-0.024995
-0.024995,-0,-0.07486,-0.024995,-0,0.024995,-0.024995,-0
-0.024995,0.024995,-0.07486,-0,0.049958,0.024995,-0.024995,-0
-0,0.024995,-0.07486,-0,0.024995,0.024995,-0.049958,-0
-0,0.024995,-0.024995,-0,-0,-0.024995,-0.024995,-0
-0.024995,0.049958,-0.049958,-0,-0,0.024995,-0,-0
-0.024995,0.024995,-0.07486,-0,0.024995,0.024995,-0.024995,-0
-0.024995,0.024995,-0.07486,-0,-0,0.024995,-0.049958,-0
-0.024995,0.024995,-0.07486,-0.024995,-0,0.024995,-0.024995,-0
-0,0.024995,-0.07486,-0.024995,0.024995,0.024995,-0.024995,-0.049958
-0.024995,0.049958,-0.049958,-0.049958,-0,0.024995,-0.049958,0.75089
-0,0.024995,-0.07486,-0.049958,-0,0.024995,-0.024995,-0.024995
-0.024995,0.024995,-0.049958,-0,0.024995,0.024995,-0.024995,0.024995
-0.024995,-0,-0.07486,-0.024995,-0,0.024995,-0.049958,-0
-0,0.049958,-0.07486,-0.049958,0.024995,0.024995,-0.024995,-0
-0.024995,0.07486,-0.07486,-0,0.024995,-0,-0,-0
0.97691,0.099668,-0.049958,-0,0.024995,-0,-0.049958,-0.024995
0.024995,0.07486,-0.07486,-0.049958,-0.024995,0.024995,-0.024995,-0
-0.024995,0.07486,-0.024995,-0.049958,-0,0.024995,-0,-0.024995
-0,0.099668,-0.07486,-0,0.024995,-0,-0.049958,-0
0.024995,0.07486,-0.07486,-0.024995,-0,0.024995,-0.049958,0.024995
-0.024995,0.07486,-0.07486,-0,0.024995,0.024995,-0,-0
-0.024995,0.07486,-0.07486,-0,0.024995,0.024995,-0,0.024995
-0,0.07486,-0.07486,-0.024995,-0,0.024995,-0,-0
-0.024995,0.07486,-0.07486,-0,0.024995,0.024995,-0.024995,0.024995
-0,0.07486,-0.07486,-0,0.024995,-0,-0.024995,-0.049958
-0.024995,0.07486,-0.07486,-0,-0,0.024995,-0,-0.024995
-0.024995,0.07486,-0.07486,-0,0.024995,0.024995,-0,-0
-0,0.07486,-0.07486,-0,0.024995,0.024995,-0,-0
-0,0.07486,-0.07486,-0.024995,-0,0.024995,-0.024995,-0.024995
-0.049958,0.07486,-0.07486,-0.024995,-0,0.024995,-0,-0
-0.024995,0.07486,-0.049958,0.024995,0.024995,-0.024995,-0.024995,-0
-0.024995,0.07486,-0.07486,-0,-0,0.024995,-0.024995,-0
0.99961,0.33638,-0.049958,-0.07486,-0,0.024995,-0.024995,-0
0.98661,0.29131,-0,-0,-0,-0,-0.024995,-0.024995
0.98285,0.40113,-0.049958,-0,0.024995,0.024995,-0,0.024995
0.97909,0.69107,-0,-0,-0,0.024995,-0,0.024995
0.72825,0.44223,-0.049958,-0,0.024995,0.024995,-0,0.024995
0.51902,0.44223,-0.024995,-0.024995,-0,-0,-0.024995,-0
0.024995,0.19738,-0.07486,-0,-0,0.024995,-0,-0
0.78181,0.35836,-0.07486,-0.024995,-0,0.024995,-0.07486,0.70391
0.99186,0.4219,-0.07486,-0.024995,0.024995,0.024995,-0.099668,0.99936
0.049958,0.12435,-0.099668,-0.024995,0.024995,0.024995,-0.049958,0.8093
0.024995,0.17324,-0.049958,-0,-0,0.024995,-0.024995,-0.024995
0.024995,0.099668,-0.049958,-0.024995,-0,-0,-0,-0.024995
0.024995,0.14889,-0.049958,-0,0.024995,0.024995,-0.024995,-0
0.049958,0.12435,-0.07486,-0,0.024995,0.024995,-0.024995,-0.024995
0.049958,0.099668,-0.07486,-0,0.024995,0.024995,-0.024995,-0
-0,0.12435,-0.049958,-0,-0,0.024995,-0.024995,-0.024995
0.024995,0.12435,-0.07486,-0,-0,0.024995,-0.024995,-0.024995
-0,0.12435,-0.049958,-0,0.024995,0.024995,-0,-0
0.024995,0.12435,-0.049958,-0,-0,0.024995,-0.024995,-0.024995
0.99909,0.17324,-0.07486,-0.049958,-0,0.024995,-0.049958,0.12435
0.99818,0.26827,-0.024995,-0,-0,0.024995,-0.049958,0.099668
-0.099668,0.14889,-0.07486,-0.049958,-0,-0,-0.049958,0.76159
-0.099668,0.14889,-0.049958,-0,0.024995,-0,-0.07486,0.82587
-0.049958,0.099668,-0.07486,-0.024995,-0.024995,0.024995,-0.024995,-0.024995
-0.07486,0.12435,-0.049958,-0,-0,0.024995,-0.024995,-0.049958
-0.049958,0.12435,-0.049958,-0,-0,-0,-0,-0
-0.049958,0.12435,-0.07486,-0.024995,-0,-0,-0.024995,-0.024995
-0.099668,0.14889,-0.07486,-0,-0,0.024995,-0,0.024995
-0.024995,0.14889,-0.07486,-0.024995,0.049958,-0,-0.024995,-0.049958
-0.024995,0.14889,-0.07486,-0,-0,0.024995,-0.024995,-0.024995
-0.024995,0.099668,-0.024995,-0.024995,-0,0.024995,-0,0.024995
-0.07486,0.099668,-0.07486,-0.049958,-0,-0,-0.024995,-0.024995
